"repository","url","name","owner","description","language","input_license_spdx_id","input_license_name","input_license_osi_approved","stars","issues","created_at","input_first_commit_at","input_last_commit_at","input_activity_months","input_ai_ml_match_topics","input_row_number","sample_source_sha256","accessibility_http_status","accessible_at_run","current_visibility","current_private","current_fork","current_archived","current_stars","current_open_issues","current_created_at","current_updated_at","current_license_spdx_id","current_license_name","current_metadata_exception","pre_cutoff","pre_commit_sha","pre_commit_date","pre_tree_sha","pre_tree_truncated","pre_document_paths","pre_D1","pre_C1","pre_C2","pre_C3","pre_C4","pre_C5","pre_C6","pre_C7","pre_score","pre_D1_evidence","pre_C1_evidence","pre_C2_evidence","pre_C3_evidence","pre_C4_evidence","pre_C5_evidence","pre_C6_evidence","pre_C7_evidence","pre_classification_note","pre_version_error","post_cutoff","post_commit_sha","post_commit_date","post_tree_sha","post_tree_truncated","post_document_paths","post_D1","post_C1","post_C2","post_C3","post_C4","post_C5","post_C6","post_C7","post_score","post_D1_evidence","post_C1_evidence","post_C2_evidence","post_C3_evidence","post_C4_evidence","post_C5_evidence","post_C6_evidence","post_C7_evidence","post_classification_note","post_version_error","observation"
"hunspell/hunspell","https://github.com/hunspell/hunspell","hunspell","hunspell","The most popular spellchecking library.","C++","LGPL-2.1","GNU Lesser General Public License v2.1","true","2594","764","2015-06-11T11:57:22Z","2010-02-23T09:08:57Z","2026-09-19T14:36:06Z","198.82","natural-language-processing","422","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","2594","110","2015-06-11T11:57:22Z","2026-09-22T08:16:09Z","LGPL-2.1","GNU Lesser General Public License v2.1","","2018-05-24T23:59:59Z","f6cb720938ad8afd36fa08dd9dbc0b6c5882cb68","2018-05-17T12:19:19Z","13aee8702a1771338f1e1cd914ce29695512d771","FALSE","README; README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","c83e53fc456a14ff9bb0c572f7d688e88b346b75","2026-06-15T10:35:51Z","a851d0c0f5a759b2d64691f36330ef3ba6990512","FALSE","README; README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"nltk/nltk_data","https://github.com/nltk/nltk_data","nltk_data","nltk","NLTK Data","Python","Apache-2.0","Apache License 2.0","true","1832","151","2012-05-10T10:44:20Z","2012-05-10T10:46:44Z","2026-07-01T00:40:19Z","169.66","natural-language-processing; nlp","423","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1832","52","2012-05-10T10:44:20Z","2026-09-22T04:31:31Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","abdfe67cef336d75ab0535203bec1fc99f289a28","2018-05-14T03:45:38Z","ff27d3470400f98c2182658e2c1410cad006b3bf","FALSE","README.txt","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","ff39ad241f7c021e3d4e277dd11bf17e268dba30","2026-06-29T08:18:24Z","5ebe69dbc6dff923f8130fe067fe817c31a4b2ba","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"boudinfl/pke","https://github.com/boudinfl/pke","pke","boudinfl","Python Keyphrase Extraction module","Python","GPL-3.0","GNU General Public License v3.0","true","1591","147","2015-11-13T08:11:45Z","2015-11-13T08:11:28Z","2023-07-12T16:18:04Z","91.93","natural-language-processing","424","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1591","4","2015-11-13T08:11:45Z","2026-09-11T02:10:03Z","GPL-3.0","GNU General Public License v3.0","","2018-05-24T23:59:59Z","0f7e109eb3255ec933b71fe28d62f1529d4808d6","2018-05-11T07:57:42Z","1d03ad04fa34cb55cbfd3568f50eaaec8990e5ae","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","69871ffdb720b83df23684fea53ec8776fd87e63","2023-07-12T16:18:04Z","c1841b07caf630fd2b55a82e0fc99191126d205d","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"roshan-research/hazm","https://github.com/roshan-research/hazm","hazm","roshan-research","Persian NLP Toolkit","Python","MIT","MIT License","true","1426","249","2013-10-29T13:10:08Z","2013-10-29T13:10:08Z","2026-04-01T18:55:05Z","149.06","natural-language-processing; nlp","425","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1426","8","2013-10-29T13:10:08Z","2026-09-22T16:17:56Z","MIT","MIT License","","2018-05-24T23:59:59Z","6a60eb03b73978a90c16ffff6e4ed043ba817957","2018-05-09T17:49:31Z","cbd304c2a2ae2c89f75c6175bd089a1283251072","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","a399c8293c5165544aaef76ead78bda9f4275888","2026-04-01T18:55:05Z","5d5e56aa44f616685b16fd76d919663678c3a555","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"PyThaiNLP/pythainlp","https://github.com/PyThaiNLP/pythainlp","pythainlp","PyThaiNLP","Thai natural language processing in Python","Python","Apache-2.0","Apache License 2.0","true","1156","451","2016-06-23T14:57:26Z","2016-06-23T14:57:28Z","2026-09-20T15:11:49Z","122.9","natural-language-processing","426","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1156","29","2016-06-23T14:57:26Z","2026-09-20T15:11:56Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","6754f9a01f07d923dcc838c0bd6ea23535cf187b","2018-05-13T09:02:19Z","e0eba2f074f59859b9ace19748fe254ca43e03f6","FALSE","README.md; README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","9bd4d92be6f7f41b2af036e950fbf265b8782cd0","2026-06-25T17:34:01Z","caa219e5d08ab00afc6307ebf9ce5ac10551a922","FALSE","README.md; SECURITY.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"quanteda/quanteda","https://github.com/quanteda/quanteda","quanteda","quanteda","An R package for the Quantitative Analysis of Textual Data","R","GPL-3.0","GNU General Public License v3.0","true","887","1380","2012-08-15T10:15:43Z","2012-08-15T10:15:43Z","2026-08-05T00:58:15Z","167.63","natural-language-processing","427","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","887","54","2012-08-15T10:15:43Z","2026-09-15T07:35:21Z","GPL-3.0","GNU General Public License v3.0","","2018-05-24T23:59:59Z","0e6e1af625d28396b321334eb3150f3e5af4d9d7","2018-05-24T16:23:30Z","c5652cb0d432e62ae77e7a87944caf2df13a7ea6","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","6b3419b0f4bb264683f6a5e15849c52989074ffc","2026-06-10T01:41:21Z","5834f7756ecd3a6d45caf5b13114ac2bd2a440e3","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"acl-org/acl-anthology","https://github.com/acl-org/acl-anthology","acl-anthology","acl-org","Data and software for building the ACL Anthology.","Python","Apache-2.0","Apache License 2.0","true","804","7383","2014-05-23T08:37:21Z","2013-12-14T09:34:26Z","2026-09-22T20:35:31Z","153.27","natural-language-processing","428","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","804","308","2014-05-23T08:37:21Z","2026-09-22T20:35:37Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","4599b99cf2b824d1b1ea81fd8d2e66ab1309e7ef","2018-04-03T20:57:20Z","e5cdb6ef4a723efb254f108b5b6239d338ee841f","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","0b553a5e4cb485acabf45e4f7f85ee32649529bb","2026-06-30T18:19:54Z","a2972a4df9929f141401a86af2c86f9cf77442e1","FALSE","README.md; data/xml/2022.legal.xml; data/xml/2024.legal.xml; data/yaml/venues/legal.yaml","1","1","1","1","0","0","0","1","4","sha=0b553a5e4cb485acabf45e4f7f85ee32649529bb; file=data/xml/2022.legal.xml; text=49–52 Privacy preservation of sensitive information is one of the main concerns in clinical text mining. Due to the inherent privacy risks of handling clinical data, the clinical corpora used to create the clinical Named Entity Recognition (NER) models underlying clinical de-identification systems cannot be shared. This situation implies that clinical NER models are trained and tested on data originating from the same institution since it is rarely possible to evaluate them on data belonging to a different organization. These restrictions on sharing make it very difficult to assess whether a clinical NER model has overfitted the data or if it","sha=0b553a5e4cb485acabf45e4f7f85ee32649529bb; file=data/xml/2024.legal.xml; text=Denise DiPersio 39–46 A principal pillar of the US Blueprint for an AI Bill of Rights is data privacy, specifically, that individuals should be protected from abusive practices by data collectors and data aggregators, and that users should have control over how their personal information is collected and used. An area that spotlights the need for such protections is found in the common practices of data brokers who scrape, purchase, process and reassemble personal information in bulk and sell it for a variety of downstream uses. Such activities almost always occur in the absence of users’ knowledge or meaningful consent, yet they are legal un","sha=0b553a5e4cb485acabf45e4f7f85ee32649529bb; file=data/xml/2022.legal.xml; text=49–52 Privacy preservation of sensitive information is one of the main concerns in clinical text mining. Due to the inherent privacy risks of handling clinical data, the clinical corpora used to create the clinical Named Entity Recognition (NER) models underlying clinical de-identification systems cannot be shared. This situation implies that clinical NER models are trained and tested on data originating from the same institution since it is rarely possible to evaluate them on data belonging to a different organization. These restrictions on sharing make it very difficult to assess whether a clinical NER model has overfitted the data or if it","sha=0b553a5e4cb485acabf45e4f7f85ee32649529bb; file=data/xml/2022.legal.xml; text=f extracting information from unaware if not unwilling participants. Modern corpora need to adapt, be focused on testing specific hypotheses, and be respectful of the privacy of the people who generated its data. Our work focuses on using a distributed participatory approach and continuous informed consent to solve these issues, by allowing participants to voluntarily contribute their own censored personal data at a granular level. We evaluate our approach in a three-pronged manner, testing the accuracy of measurement of statistical measures of language with respect to standard corpus linguistics tools, evaluating the usability of our applica","","","","sha=0b553a5e4cb485acabf45e4f7f85ee32649529bb; file=data/xml/2022.legal.xml; text=2022.legal-1.12 arranz-etal-2022-mapa P ri PA : A Tool for Privacy-Preserving Analytics of Linguistic Data Jeremie Clos Emma McClaughlin","Classificação semantic-conservative-2026-09-c1-c4 por evidência textual contextualizada.","","par completo processado"
"hellostealth/stealth","https://github.com/hellostealth/stealth","stealth","hellostealth","An open source Ruby framework for text and voice chatbots. 🤖","Ruby","MIT","MIT License","true","599","102","2017-09-12T02:57:19Z","2017-09-14T02:14:24Z","2025-08-18T21:45:44Z","95.13","natural-language-processing","429","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","599","22","2017-09-12T02:57:19Z","2026-08-12T08:08:40Z","MIT","MIT License","","2018-05-24T23:59:59Z","bcb896012961cb3d48c64fa386a746483195516b","2018-05-24T16:26:25Z","dc89b4d97a554822377d2744d54c58e096a3fc20","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","c23ca410601da3149a411334e38d77658185ad31","2025-08-18T21:45:44Z","55bcf229fb3170674d83057725c0b2f902b83986","FALSE","README.md; SECURITY.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"malaysia-ai/malaya","https://github.com/malaysia-ai/malaya","malaya","malaysia-ai"," Natural Language Toolkit for Malaysian language, https://malaya.readthedocs.io/","Jupyter Notebook","MIT","MIT License","true","530","140","2018-03-12T02:23:35Z","2018-03-12T02:23:35Z","2026-03-26T00:34:10Z","96.45","natural-language-processing","430","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","530","6","2018-03-12T02:23:35Z","2026-09-07T10:15:53Z","MIT","MIT License","","2018-05-24T23:59:59Z","e991893d3e73e97ee08c8221a61efba0beb21ec3","2018-04-06T07:55:59Z","e0a53e03ec265109f39f309225219397ad7128b4","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","d3e6858667cbc96fa79da76a8da2c0960d3ca19f","2026-03-26T00:34:10Z","033d27ac81f31a3d65f1bed096255a9ba94226ed","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"spencermountain/compromise","https://github.com/spencermountain/compromise","compromise","spencermountain","modest natural-language processing","JavaScript","MIT","MIT License","true","12160","761","2011-07-05T09:04:38Z","2011-07-12T12:34:23Z","2026-09-19T19:29:04Z","182.27","nlp","431","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","12160","119","2011-07-05T09:04:38Z","2026-09-22T14:31:17Z","MIT","MIT License","","2018-05-24T23:59:59Z","338499cfea0406b9bdb7f710a1d026be864ccaa7","2018-05-22T18:01:11Z","a1cf9079a0a9a0da6546330b7f48f36d9db44bff","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","275148ffd0630da54d64edab961847b0270aadd4","2026-06-23T12:57:05Z","b85f797dc2413e9b700138d03dae34ee6d2bb311","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"data-privacy-stack/presidio","https://github.com/data-privacy-stack/presidio","presidio","data-privacy-stack","An open-source framework for detecting, redacting, masking, and anonymizing sensitive data (PII) across text, images, and structured data. Supports NLP, pattern matching, and customizable pipelines.","Python","MIT","MIT License","true","10999","577","2018-05-04T11:08:58Z","2018-05-04T11:08:59Z","2026-09-22T06:16:45Z","100.62","nlp; transformers","432","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","11000","134","2018-05-04T11:08:58Z","2026-09-23T01:30:12Z","MIT","MIT License","","2018-05-24T23:59:59Z","8e834b01b96dcb0d9e351f3a0bc0857c330424f2","2018-05-04T11:08:59Z","18f558d1db4ce09f8c211fa1e1bc5bf9e41de5a0","FALSE","","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","43c2452d129c488e14783eff1c23677956ab6649","2026-06-30T14:34:10Z","02fc5654bcf7b388045385ad10229e7c7a948c90","FALSE","README.MD; SECURITY.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Menções isoladas a privacy/GDPR sem contexto semântico suficiente foram classificadas como 0.","","pre: nenhum documento candidato recuperado"
"NLPchina/ansj_seg","https://github.com/NLPchina/ansj_seg","ansj_seg","NLPchina","ansj分词.ict的真正java实现.分词效果速度都超过开源版的ict. 中文分词,人名识别,词性标注,用户自定义词典","Java","Apache-2.0","Apache License 2.0","true","6506","711","2012-09-05T05:56:24Z","2012-09-05T05:56:25Z","2023-10-14T14:38:52Z","133.26","nlp","433","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","6506","54","2012-09-05T05:56:24Z","2026-09-21T16:20:27Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","1b9576a0b229818823e9deb0c237c5880171330a","2018-03-26T08:45:25Z","bcdb62263360fcf5652ac184047485ff755962da","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","50787ca2c7031d2a18c5393a97d1a54432790785","2023-10-14T14:38:52Z","89278415079d62b0d57acead125f83fe50667578","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"aisingapore/TagUI","https://github.com/aisingapore/TagUI","TagUI","aisingapore","Free RPA tool by AI Singapore","JavaScript","Apache-2.0","Apache License 2.0","true","6333","1304","2016-12-06T04:30:34Z","2016-12-06T04:30:35Z","2026-09-20T11:49:19Z","117.45","nlp","434","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","6333","1","2016-12-06T04:30:34Z","2026-09-20T11:49:26Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","b05b8a7d06ada1b8741ad084847d1f07a1a0e07f","2018-05-24T04:24:19Z","4c51b64a4cb3bee6cd85eb079005fab47b0f9d48","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","91aeb07f8e75ff400cc1444b7e485dd800d6c3f3","2025-03-02T14:58:11Z","13916dea36b4168a482f432a28637f293bb60fd6","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
